,dayreturn,price,Beta,3MoFear,MarketCapitalization,JSpread,VWkAvg,ndr,yrHi,yrLo,qHi,qLo,mHi,mLo,PriceToBook,ndvratio,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,Y
11261,0.07638888888888884,4.65,0.727,-0.07046891517905285,278.1958,4.94,19.289999833333336,-0.010752688172043112,1.0,2.066666666666667,1.0,1.4576802507836992,1.0,1.4133738601823709,1.9647,0.2701298701298701,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11262,0.08424908424908417,14.8,1.7862,-0.07046891517905285,729.5916,4.94,19.289999833333336,0.094594662,0.9046454214764412,2.2424242424242427,0.9046454214764412,1.1746031746031746,0.9966329966329968,1.1746031746031746,2.7826,1.2034862607432515,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
11263,0.07758620689655182,18.75,1.6417,-0.07046891517905285,1713.5685,4.94,19.289999833333336,-0.002666613,0.8389261744966442,2.1955503512880563,0.8389261744966442,1.1343012017966603,0.8465011286681716,1.0964912280701753,1.4552,1.0426232017141108,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11265,0.08288776737967907,16.200001,2.0573,-0.07046891517905285,569.3908,4.94,19.289999833333336,0.024074011,0.8896211910829869,1.4273128634361234,0.9402206035983749,1.2432848042977744,0.9402206035983749,1.103542302452316,0.6258,1.8314711359404097,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
11266,0.08300395256916993,13.7,1.2121,-0.07046891517905285,555.9603,4.94,19.289999833333336,0.047445255,0.9250506414584739,1.5021929824561404,0.9580419580419579,1.091633466135458,0.9580419580419579,1.091633466135458,1.4878,1.4047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
11267,0.11779183833362028,31.790001,1.1718,-0.07046891517905285,1169.0137,4.94,19.289999833333336,0.046555488,0.8937307000281136,2.740517327586207,0.9805676422311932,1.1897455909335926,1.0,1.1897455909335926,1.7098,1.4342485549132948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
11268,0.16785714285714293,16.35,2.0801,-0.07046891517905285,17082.48,4.94,19.289999833333336,-0.002446544,0.8175000000000001,4.037037037037037,0.8623418176340621,1.184782608695652,0.9843467197864709,1.184782608695652,-9.8288,0.4742066258405637,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
11270,0.10000000000000009,2.75,2.0167,-0.07046891517905285,716.6277,4.94,19.289999833333336,-0.036363636363636376,0.6365740740740741,3.922967189728959,0.7275132275132276,1.1410788381742738,0.7790368271954675,1.1410788381742738,1.1761,0.9432457306473054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11271,0.11923076923076925,2.91,1.48,-0.07046891517905285,240.2089,4.94,19.289999833333336,0.13745704467353947,0.4874371859296483,1.4405940594059405,0.9635761589403974,1.2819383259911894,1.0,1.2125000000000001,0.2076,1.5205874639391554,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
11272,0.10310647719762067,16.690001000000002,1.5216,-0.07046891517905285,1032.665,4.94,19.289999833333336,0.022768062999999998,0.589961131496602,1.404882239057239,0.915021984649123,1.1695866152768046,0.9482955113636364,1.1031064771976207,1.0891,0.7651991614255765,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11273,0.2573529411764708,8.55,0.8748,-0.07046891517905285,1261.98,4.94,19.289999833333336,-0.035087718999999996,0.38565629228687415,1.52135231316726,0.76,1.4792387543252596,0.9500000000000001,1.2573529411764708,0.9653,0.3952244811520542,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11274,0.08018867924528306,4.58,0.8534,-0.07046891517905285,518.836,4.94,19.289999833333336,0.021834061000000002,0.47708333333333336,1.1280788177339902,0.6571018651362984,1.1280788177339902,0.8875968992248062,1.1280788177339902,0.8114,0.9240319243275199,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
11275,0.24081313526192338,15.87,1.3022,-0.07046891517905285,1378.0088,4.94,19.289999833333336,0.0037807179999999998,0.3317307692307692,1.2555379746835442,0.9857142857142855,1.2555379746835442,1.0,1.2555379746835442,1.5407,0.7157214053297088,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11276,0.09015916854208439,18.5,1.6413,-0.07046891517905285,4244.6198,4.94,19.289999833333336,-0.047027081,0.9131293188548864,3.7074148296593186,0.9131293188548864,1.1627906976744187,0.9319899244332494,1.129426198377668,1.0235,0.5823131144500093,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11277,0.1179775908976175,19.9,1.2417,-0.07046891517905285,462.2675,4.94,19.289999833333336,-0.010050201,1.0,3.2463295269168024,1.0,1.608730800323363,1.0,1.24375,3.1618,0.595164609053498,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11278,0.07964601769911495,12.2,1.0328,-0.07046891517905285,799.921,4.94,19.289999833333336,0.069672131,0.6397482957524908,1.2448979591836733,0.7371601653873211,1.1192660550458715,0.8695652173913043,1.1192660550458715,5.1966,1.1924043150583714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
11280,0.08365970096119635,30.440001000000002,1.6254,-0.07046891517905285,2770.4966,4.94,19.289999833333336,0.020039355,0.6973653976006691,1.1504158031147318,0.8942420712619837,1.1504158031147318,0.9506558713304185,1.1341282041728764,1.2712,0.6392317474566128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
11281,0.08792111750205422,26.48,0.3903,-0.07046891517905285,6172.8367,4.94,19.289999833333336,0.02454679,0.534086303586676,1.2356509566028933,1.0,1.2276309689383402,1.0,1.1885098209825034,1.5992,0.8412126875927657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
11282,0.08108108108108092,4.0,1.2832,-0.07046891517905285,414.7707,4.94,19.289999833333336,0.125,0.8333333333333334,1.5151515151515151,0.8602150537634408,1.081081081081081,0.8602150537634408,1.081081081081081,3.9469,1.0044204322200392,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
11284,0.07594311611954918,21.959999,1.0627,-0.07046891517905285,10214.6671,4.94,19.289999833333336,-0.020947132,0.8286792075471698,1.461077777777778,0.8286792075471698,1.0952618501377482,0.920368737620757,1.0952618501377482,3.5675,0.5301413535585867,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11285,0.16850828729281786,8.46,0.9352,-0.07046891517905285,391.7911,4.94,19.289999833333336,0.042553191,0.7958607714016933,1.3536000000000001,1.0,1.3322834645669293,1.0,1.3322834645669293,1.307,1.9977238239757207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
11286,0.08377358490566023,14.36,0.6727,-0.07046891517905285,618.8155,4.94,19.289999833333336,0.062674095,0.606931530008453,1.0837735849056602,0.839275228563692,1.0837735849056602,0.8820638278830571,1.0837735849056602,0.9764,0.7072347771500314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11287,0.09242695289206915,18.32,1.4107,-0.07046891517905285,1610.5755,4.94,19.289999833333336,0.10207429,0.6611331887814215,1.4301327088212334,1.0,1.1736066623959,1.0,1.1661362189688096,0.5726,2.419065470611862,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11288,0.1558988764044944,8.23,1.4509999999999998,-0.07046891517905285,588.2919999999999,4.94,19.289999833333336,-0.002430134,0.4602908534838286,1.3739565943238732,0.9073869900771775,1.2032163742690059,0.9073869900771775,1.1607898448519043,1.0759,0.6938502673796791,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11289,0.08733396699692597,212.899994,0.9075,-0.07046891517905285,81583.28,4.94,19.289999833333336,0.016392697,0.6601755111840836,1.1275287898914228,0.8380239775080814,1.1275287898914228,0.894725768792508,1.1275287898914228,0.9621,0.6105723218273464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11290,0.12594179670104766,31.379998999999998,1.4421,-0.07046891517905285,4817.8753,4.94,19.289999833333336,0.026449969,0.8675698295587408,1.355507516198704,0.8937624068993901,1.1656760401188706,1.0,1.1656760401188706,1.3564,0.6760376365009959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
11291,0.1094527363184079,11.15,1.6569,-0.11962405264927345,276.4196,4.97,18.5266665,0.022421525,0.6857318573185731,1.5170068027210886,0.9755030621172354,1.448051948051948,1.0,1.448051948051948,1.9478,1.050531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
11292,0.15460919354169178,39.580002,1.3103,-0.11962405264927345,1566.524,4.97,18.5266665,-0.004295149,0.9623146374346064,2.0550364485981305,0.9623146374346064,1.22085146334679,0.9693852574388804,1.22085146334679,13.7451,0.26724092374359243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
11293,0.09193352740476368,55.23,1.0507,-0.11962405264927345,485.6197,4.97,18.5266665,0.068260004,1.0,1.9612926136363635,1.0,1.2644230769230769,1.0,1.2644230769230769,1.1623,1.0667034178610806,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11294,0.12323944240560758,47.849998,1.2106,-0.11962405264927345,1929.5512,4.97,18.5266665,0.033437891000000004,1.0,3.0189273186119876,1.0,1.270578810408922,1.0,1.2269230256410257,-124.2373,0.3908055672711936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
11295,0.09760178335747649,78.720001,1.6545,-0.11962405264927345,3152.8959999999997,4.97,18.5266665,0.042428823,0.6774526939101384,1.6656793129783882,1.0,1.4937381310486122,1.0,1.4937381310486122,6.9159,0.8014880770872721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
11296,0.2168141592920354,5.5,1.0613,-0.11962405264927345,287.3346,4.97,18.5266665,0.107272727,0.42569659442724456,1.4435695538057742,0.7412398921832885,1.4435695538057742,0.8856682769726248,1.4435695538057742,3.1,1.0131443056989955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11297,0.1621621208334949,32.68,1.4939,-0.11962405264927345,689.6787,4.97,18.5266665,0.037331763,1.0,2.7188019966722132,1.0,1.364509337598775,1.0,1.364509337598775,1.9461,0.2588505313462869,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
11299,0.1394736842105262,12.99,1.8514,-0.11962405264927345,517.7704,4.97,18.5266665,-0.05080831400000001,0.2962371856892673,1.4104234527687296,0.9045961002785515,1.3350462487153134,1.0,1.2747791952894996,3.0931,0.6935981885549609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11300,0.08860759493670867,4.3,1.851,-0.11962405264927345,303.6739,4.97,18.5266665,0.034883721,0.4437564499484004,1.3437499999999998,0.86,1.3437499999999998,1.0,1.3437499999999998,2.1112,1.1890104879160968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11301,0.12911387341772151,22.299999,1.6957,-0.11962405264927345,590.1249,4.97,18.5266665,0.044843050999999995,0.8999192130783206,3.046447950819672,1.0,2.2367100300902707,1.0,1.4249200638977635,3.0082,1.4417375316019305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11302,0.09005550384004457,51.080002,2.0472,-0.11962405264927345,2202.0551,4.97,18.5266665,0.034455715,0.6846267432699807,2.028594201747419,0.8787201293872333,1.3880435703272709,0.972396782265311,1.3880435703272709,6.2489,0.7434135166093929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11303,0.12867646585748282,30.700001,1.047,-0.11962405264927345,1422.7608,4.97,18.5266665,0.009771954000000001,0.7417250964417758,1.3566063789927698,0.8776443967981705,1.137037074074074,0.9260934886218106,1.137037074074074,1.5173,0.7535865512229034,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11304,0.09224002388052566,37.299999,1.3974,-0.11962405264927345,1390.2981,4.97,18.5266665,-0.013404826000000002,0.4698324659255884,1.216965709624796,0.8196001019380401,1.216965709624796,1.0,1.216965709624796,6.4922,0.4717509079002203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11305,0.2296296296296294,6.64,1.2896,-0.11962405264927345,228.7679,4.97,18.5266665,0.037650602000000005,0.4532423208191126,1.6558603491271822,1.0,1.6558603491271822,1.0,1.6558603491271822,2.8652,0.82439293598234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11306,0.1727541954590326,11.88,1.6522,-0.11962405264927345,509.7766,4.97,18.5266665,0.064814815,0.7257177320881043,1.6185286103542236,0.9983193277310924,1.6185286103542236,1.0,1.6185286103542236,-22.386,0.48995376208490965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
11307,0.07941174509803917,55.049999,1.3793,-0.11962405264927345,1689.0705,4.97,18.5266665,0.065395151,0.9130867156562164,1.5485232221806813,0.9402220314299237,1.166313513425561,0.98620564313866,1.166313513425561,12.8259,1.033153886554622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
11308,0.08376963350785327,10.35,0.8065,-0.11962405264927345,542.16,4.97,18.5266665,0.077294686,0.7505438723712835,1.5658093797276853,0.8849935870029927,1.2905236907730673,0.9299191374663072,1.2905236907730673,3.8639,0.8234845014506031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
11309,0.0793650793650793,13.6,1.3775,-0.11962405264927345,965.8312,4.97,18.5266665,0.0036764709999999997,0.7435756837848178,1.6565164433617539,1.0,1.259259259259259,1.0,1.259259259259259,2.9647,0.9874105372078986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11310,0.0930626057529611,6.46,1.7035,-0.11962405264927345,833.2819,4.97,18.5266665,-0.030959752000000004,0.6865037194473964,1.4516853932584268,1.0,1.4516853932584268,1.0,1.3458333333333334,-4.1374,1.0028810352194348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11311,0.14572864321608048,11.4,0.7918,-0.11962405264927345,347.5404,4.97,18.5266665,0.043859649,0.9193548387096774,1.291053227633069,1.0,1.2723214285714284,1.0,1.1457286432160805,3.4019999999999997,0.30671989354624085,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11313,0.07542045373248873,39.639998999999996,1.2473,-0.11962405264927345,495.1491,4.97,18.5266665,0.05171544,0.9605039738308697,1.5216890795274118,0.9934836344118478,1.2729608308593714,1.0,1.2729608308593714,1.4696,1.4591584158415842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11314,0.0996309594095941,29.799999,1.1419,-0.11962405264927345,1363.5586,4.97,18.5266665,0.043624196,0.5382947699007448,1.1532507352941177,0.667861937872298,1.1532507352941177,1.0,1.1532507352941177,1.5149,0.8521271393643032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
11315,0.11115073031706446,31.190001000000002,1.2862,-0.11962405264927345,1501.2059,4.97,18.5266665,0.017633824,0.6094177608440797,1.2622420988361838,0.9749922163175994,1.2622420988361838,1.0,1.2622420988361838,1.5434,0.5432939541348158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
11316,0.08684738955823268,21.65,1.4943,-0.11962405264927345,595.9686,4.97,18.5266665,-0.0009238339999999999,1.0,2.666256157635468,1.0,1.368520859671302,1.0,1.2787950383933844,4.3176,0.9876994041898904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11317,0.10270270270270254,10.2,1.5892,-0.11962405264927345,313.905,4.97,18.5266665,0.0,0.3772189209608387,1.5407854984894258,0.8585858585858585,1.5407854984894258,0.9931840311587147,1.2439024390243902,0.6041,0.5170600607618603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
11319,0.07792207792207795,21.58,0.8804,-0.11962405264927345,321.4341,4.97,18.5266665,0.013438415,0.8851518000472437,1.4944598337950137,1.0,1.229629699694,1.0,1.128071151493526,1.4646,1.6326530612244898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
11320,0.09371293001186243,9.22,2.3242,-0.11962405264927345,802.8369,4.97,18.5266665,0.036876356,1.0,3.292857142857143,1.0,1.6376554174067497,1.0,1.3720238095238098,0.8563,0.5258792302587924,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
11321,0.08098591549295797,9.21,1.5477,-0.11962405264927345,630.8121,4.97,18.5266665,0.0076004340000000005,1.0,3.9527896995708156,1.0,1.4256965944272446,1.0,1.3746268656716418,1.7768,1.268335201095754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
11322,0.12328767123287654,4.1,1.1314,-0.11962405264927345,313.0198,4.97,18.5266665,-0.024390244,0.15506807280377938,1.3015873015873014,0.6477093206951027,1.3015873015873014,1.0,1.3015873015873014,0.9988,0.4971633888048411,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11323,0.0797423437472835,21.799999,0.3445,-0.11962405264927345,1379.9185,4.97,18.5266665,0.036697295,0.24022037465564738,1.6136194670614359,0.9437229004329004,1.2316382919978366,0.9671693892116509,1.1919080266862752,1.9251,0.6753118105272637,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11324,0.0892089461713419,43.099998,1.4332,-0.11962405264927345,5220.8822,4.97,18.5266665,0.028306312,0.7880782371197337,1.2377943136128662,1.0,1.206606853118509,1.0,1.206606853118509,1.8941,0.6628027425640014,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11325,0.17127077348066289,21.200001,1.1234,-0.11962405264927345,340.7264,4.97,18.5266665,0.063679148,0.6973684539473685,1.4630780538302277,0.9388840124003544,1.427609494949495,1.0,1.427609494949495,1.3358,1.1281464530892449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
11326,0.08602150537634401,5.05,0.9154,-0.11962405264927345,412.5541,4.97,18.5266665,0.059405941,0.6994459833795014,1.086021505376344,0.792778649921507,1.086021505376344,0.8706896551724138,1.086021505376344,7.7301,0.9859343603482921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11327,0.07760672853120432,36.380001,1.4844,-0.11962405264927345,1371.5512,4.97,18.5266665,0.067069789,0.7270183907470344,1.5389171970777156,0.898937487053682,1.4633949934273935,1.0,1.4633949934273935,5.975,1.0322224268090592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11328,0.0872576177285318,15.7,1.2048,-0.11962405264927345,58235.0354,4.97,18.5266665,0.007006369,0.7885484681064792,1.283728536385936,1.0,1.2021439509954057,1.0,1.1760299625468165,1.0592,0.4563341441120424,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11329,0.0765382691345673,21.52,0.9234,-0.11962405264927345,522.3488,4.97,18.5266665,0.024628206,0.7825454545454545,1.1326315789473684,0.9275861669143893,1.1326315789473684,0.9777373920945024,1.1326315789473684,0.6012,1.2593703148425788,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11330,0.09218203033838956,9.36,0.4983,-0.11962405264927345,331.7095,4.97,18.5266665,0.079059829,0.3181509177430319,1.1290711700844391,0.3677799462561907,1.1290711700844391,0.37246320622615225,1.1290711700844391,1.5759999999999998,0.9053835489833642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
11331,0.10673491321316386,36.810001,0.8029,-0.11962405264927345,859.3051,4.97,18.5266665,0.024449823,0.8010881436107041,1.172293025477707,0.9600939227960353,1.172293025477707,1.0,1.172293025477707,6.6886,0.3768174565720578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
11333,0.07692307692307687,11.9,2.0031,-0.11962405264927345,441.871,4.97,18.5266665,0.0,0.6134020618556701,4.524714828897339,0.8933933933933934,1.391812865497076,1.0,1.391812865497076,-12.8826,0.5296847495599296,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
11334,0.11020408163265305,68.0,1.307,-0.11962405264927345,3168.936,4.97,18.5266665,0.01176475,1.0,1.7029802153769096,1.0,1.2905674946017744,1.0,1.279397882242789,2.6245,0.387926045505772,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11335,0.13348416289592757,5.01,1.8947,-0.11962405264927345,357.5859,4.97,18.5266665,0.10978043900000001,0.43565217391304345,1.291237113402062,0.784037558685446,1.291237113402062,0.9785156249999999,1.291237113402062,1.2292,1.0138975640224859,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11336,0.07965428452103995,46.220001,0.8938,-0.11962405264927345,1964.4037,4.97,18.5266665,0.023582864,1.0,1.6043041514857397,1.0,1.3530445257611243,1.0,1.208998195134711,1.0354,0.8211646467632279,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11337,0.07653910149750409,12.94,1.3105,-0.11962405264927345,2092.3081,4.97,18.5266665,0.00309119,1.0,1.6589743589743589,1.0,1.2219074598677997,1.0,1.2219074598677997,5.0019,0.5282424047709885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11338,0.10464396284829736,17.84,1.4781,-0.11962405264927345,1700.1061,4.97,18.5266665,0.004484305,1.0,2.0482204362801375,1.0,1.2733761598857958,1.0,1.2563380281690142,2.1119,0.8089445813453573,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11340,0.07594936708860756,17.0,1.6213,-0.11962405264927345,411.1257,4.97,18.5266665,0.005882353000000001,0.7925407555925056,1.2142857142857142,0.7925407555925056,1.0897435897435899,0.7925407555925056,1.0897435897435899,1.3629,0.4923225728448797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
11341,0.11531728412872466,50.970001,0.7407,-0.11962405264927345,9174.6,4.97,18.5266665,0.044143613,0.9968707217510128,1.4778196011702174,1.0,1.201555950096933,1.0,1.1939564814700512,1.7593,0.5742941410749077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
11342,0.08886255924170627,9.19,1.7493,-0.11962405264927345,298.178,4.97,18.5266665,-0.020674646,0.7908777969018933,1.5445378151260503,0.9694092827004218,1.447244094488189,1.0,1.447244094488189,4.2089,0.852535913221929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11343,0.09459466216216206,16.200001,1.798,-0.11962405264927345,798.607,4.97,18.5266665,0.024691295,0.9902200494975519,2.454545606060606,0.9902200494975519,1.2857143650793652,1.0,1.2857143650793652,3.0458,0.9098772882719774,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
11344,0.20954907161803704,4.56,1.2481,-0.11962405264927345,377.0286,4.97,18.5266665,-0.054824560999999994,0.45737211634904706,1.2808988764044942,0.7284345047923322,1.2808988764044942,0.8652751423149905,1.2808988764044942,0.2682,1.033614553124176,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
11345,0.07762569726792679,35.400002,0.7788,-0.11962405264927345,380.8149,4.97,18.5266665,-0.039548077,0.9377483973509934,1.4549939169749282,0.9377483973509934,1.1530944901272153,0.9603906955943923,1.1530944901272153,1.8165,1.5973397823458282,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11346,0.09682080924855496,7.59,1.3864,-0.11962405264927345,6422.5516,4.97,18.5266665,0.007905138,0.5281837528311589,1.3362676056338028,1.0,1.2463054187192117,1.0,1.232142857142857,0.3317,0.6047068798652309,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11347,0.13745704467353947,3.31,1.4984,-0.11962405264927345,273.2273,4.97,18.5266665,0.054380665,0.6040145985401459,1.6386138613861385,1.0,1.4581497797356828,1.0,1.3791666666666667,0.2362,0.818040703690928,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
11348,0.09346484459528459,29.950001,1.6002,-0.11962405264927345,4899.4606,4.97,18.5266665,0.015692787,0.9070260751059963,1.3521445146726863,1.0,1.216984956644252,1.0,1.216984956644252,27.8379,0.6364161504292573,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
11349,0.125,4.5,1.2969,-0.11962405264927345,466.6171,4.97,18.5266665,0.088888889,0.9375,1.7045454545454544,0.9677419354838709,1.2162162162162162,0.9677419354838709,1.2162162162162162,4.4402,1.787041564792176,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
11350,0.09415584415584433,16.85,0.4628,-0.11962405264927345,1361.3887,4.97,18.5266665,0.002967359,0.8776041209581188,1.544454628780935,0.8776041209581188,1.1122112211221122,0.8891820111249599,1.1122112211221122,4.9185,0.24390243902439024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11351,0.1071428571428572,6.2,1.1157,-0.11962405264927345,208.1688,4.97,18.5266665,0.064516129,0.48099301784328935,1.1272727272727272,0.7711442786069653,1.1272727272727272,0.905109489051095,1.1272727272727272,0.5105,0.9769161406672678,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
11352,0.10207429039301319,20.190001000000002,1.4245,-0.11962405264927345,1774.9738,4.97,18.5266665,0.021792867,0.7286178898815551,1.5761124902419985,1.0,1.2934017296604743,1.0,1.2851687460216423,0.631,0.6260239096745628,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11353,0.10727272727272719,6.09,1.0671,-0.11060747144914307,318.1577,4.97,17.208333166666666,0.049261084000000004,0.4713622291021672,1.5984251968503937,0.8207547169811321,1.5984251968503937,0.9838449111470112,1.5984251968503937,3.4325,0.8624779909183579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
11354,0.11111111111111094,6.0,1.1092,-0.11060747144914307,258.8365,4.97,17.208333166666666,-0.008333333,0.8438818565400843,1.3392857142857142,0.9950248756218905,1.25,1.0,1.25,1.8282,0.38761308281141266,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11355,0.09154113557358046,9.42,1.1921,-0.11060747144914307,371.1314,4.97,17.208333166666666,-0.021231423,0.9534412955465587,1.5647840531561463,0.9534412955465587,1.1775,1.0,1.1775,2.0348,0.5923180592991913,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
11356,0.0849256900212314,5.11,1.025,-0.11060747144914307,525.4409,4.97,17.208333166666666,-0.025440313,0.37190684133915575,1.103671706263499,0.727920227920228,1.103671706263499,0.7661169415292355,1.103671706263499,0.8658,0.46583484796384533,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11358,0.1027568369545444,22.0,0.5786,-0.11060747144914307,391.3921,4.97,17.208333166666666,0.043181864,1.0,1.5352407536636428,1.0,1.174586225306994,1.0,1.1434511434511436,1.7384,0.1769819913061478,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11359,0.08211155906812673,18.450001,1.5784,-0.11060747144914307,557.0102,4.97,17.208333166666666,0.016260108,0.6191275711116635,1.7099166821130678,0.9679959059808976,1.3566177205882353,1.0,1.3566177205882353,2.5867,0.6960693283813061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11360,0.2980670635118958,87.970001,1.2284,-0.11060747144914307,47063.95,4.97,17.208333166666666,-0.049221348,1.0,3.488104856784491,1.0,1.4779906081989247,1.0,1.346136246247475,10.5053,0.6200380261696541,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
